participantId,format,total_score,task
5755c957eb80c4000741a9ce,json5,0.999135032950062,config
5795af044a84da00014c5df1,json,0.6451605417788379,config
57ca4b09993b08000192297b,xml,0.8119433321707584,config
5b3ec4332a5fbf00014eae57,toml,0.697656007554997,config
5c4f5967aac8be0001716a65,xml,0.7396194315047392,config
5e5c993cd0394c474f7cc502,toml,0.7352241890880072,config
5ea90bb434d5e337e98c7edd,json5,0.5484728193128094,config
5ee4a14b578f8a000b384376,yaml,0.7347854078933541,config
5f7f239e9b204e05b6c36538,json5,0.2326057217440249,config
5fb4fcd1fce53c30649dd704,xml,0.3855538113486477,config
606c7d27f4f3ae688332a55d,toml,0.564140091114997,config
6081728972120aa7f9685791,json,0.8897658539174134,config
6094ce8d0764c24f352d1fe5,hjson,0.7094816384856153,config
60e2bf0aa568b97e8d525872,toml,0.7246652926685112,config
60e2ebb6ad1d5ee0e515a7c5,yaml,0.56786437933079,config
60e343946a7faddde88fbe3c,yaml,0.5563357239838277,config
60ec51c51a3158a50ded8a3e,json5,0.9651983813663515,config
60f70af563ef757f65e750e0,xml,0.6197708946911719,config
60f7c71d1cffec381351b0b3,xml,0.5547002985066651,config
611d0afbb2a19acfd012545b,toml,0.6648906323825627,config
61287939bc5a971fc15333e4,json,0.3863237071275795,config
61601e9a6b8306196d2a129c,hjson,0.73444901204287,config
616e5ae706e970fe0aff99b6,hjson,0.8829018304277311,config
62d6d87d91cf24a3c1c0f10c,hjson,0.5325806821389328,config
62d7fef5538b81f205ba4656,xml,0.702242200012361,config
62e154b0682e270b4acdf5ee,jsonc,0.6437248649262295,config
63af557b3d4f219c3226b7d6,yaml,0.8606596455808857,config
645b519f108c046164a6d232,yaml,0.724302045895882,config
64ea2ee72ab0377e0846cb9e,jsonc,0.6007625968356632,config
651b29ff3a6cadf518640abe,xml,0.561580257870554,config
6554e79557e3d6be08e32ceb,yaml,0.6291216203069102,config
6554ea27378d1f1b846788b3,jsonc,0.6822854224078713,config
65583ffa38bfc41805a553cd,hjson,0.5606197656477937,config
659960f32faa4ff4b116de92,toml,0.7123079991340638,config
65e85a421f2dee53c62fbf45,json5,0.5418835402025186,config
65f4ab7884f8411c9e11a34e,json5,0.5451158337817256,config
65fad6c874ac75642ffc254b,hjson,0.6217305033992392,config
65fadedad737be57cd91c61f,jsonc,0.8729748312487983,config
65fae23bd06ae76bcc297e8b,hjson,0.2927540636005717,config
65fb236a5a78fcf672df7469,json,0.561470830357814,config
65feaaac53eb219f09ad5ea0,toml,0.5509057965971779,config
660eafee7515c432e850362d,hjson,0.5488922586505977,config
66311bae532a469f4858933e,toml,0.7231825890953906,config
6647e8618c77f7b938865d25,json5,0.6995152240441701,config
664e413a5f3eb7f99d90e15b,json,0.7100722515383541,config
66684d30d1a0d64a3a348c82,yaml,0.822613963273739,config
666b0b42bb6fa2822fa27a32,json5,0.3160375837458924,config
6680071d60b3642bcf5dad37,jsonc,0.9558043738009111,config
6680d2279263349cc005956a,json,0.7584234599663316,config
6682a94b061954ae8483fb08,toml,0.9207760017197134,config
66912d7bf9d35c08f6919958,json,0.22881511321805525,config
6691809035e52ca9b2b0f39a,yaml,0.7234405360176085,config
669284eabea5b8c9655927da,yaml,0.5394248402076238,config
6693ce87e76d32ccf07fbcd8,xml,0.7605405684638429,config
6693d3ae2bd15cf7a058e6a7,json5,0.5981044430608597,config
66a7e128f37f34ca658be38b,jsonc,0.5082013857476567,config
66b223d532199c29ed32c8f4,jsonc,0.5894021702324698,config
66e8c6e99be9621d5b1ed1fa,jsonc,0.6093258054271575,config
66ec8f7ce843d25227820f97,hjson,0.6882014047145336,config
670f9ddb0e32533c222c3031,json,0.1451734539969834,config
67153c0d669d191ab273b865,yaml,0.4641394180417912,config
6715c7aedee148c65c10509c,yaml,0.8894264221449428,config
67176f0792ed8c4064f61a2c,json,0.46704751925825977,config
6717980047b565ab5b849317,hjson,0.7976312332221179,config
671bdd06525adeea062a1d73,json,0.8295181190788887,config
672f51ea346fba23ddd5a793,xml,0.5074380150366546,config
6738d09a032bf7224008ce7e,yaml,0.5669935336824173,config
67406c1303bd39d206ff2b50,xml,0.6168555195028625,config
